elapsed_time,mode,pedal,temp,latitude,longitude,altitude,speed,total_distance
0.0,0,0,0,13.6514,100.495,-26.1,0,0
0.48195999999999906,0,0,0,13.6514,100.495,-26.1,0,0
1.0892199999999992,0,0,0,13.6514,100.495,-26.1,0,0
1.4833800000000004,0,0,0,13.6514,100.495,-25.9,0,0
2.0906400000000005,0,0,0,13.6514,100.495,-25.9,0,0
2.4467999999999996,0,0,0,13.6514,100.495,-25.9,0,0
3.05405,0,0,0,13.6514,100.495,-25.9,0,0
3.4419500000000003,0,0,0,13.6514,100.495,-25.9,0,0
4.04921,0,0,0,13.6514,100.495,-25.9,0,0
4.44402,0,0,0,13.6514,100.495,-25.9,0,0
5.05128,0,0,0,13.6514,100.495,-25.9,0,0
5.448949999999998,0,0,0,13.6514,100.495,-26,0,0
6.056199999999999,0,0,0,13.6514,100.495,-26,0,0
6.462480000000001,0,0,0,13.6514,100.495,-25.8,0,0
7.069740000000001,0,0,0,13.6514,100.495,-25.8,0,0
7.443219999999998,0,0,0,13.6514,100.495,-25.8,0,0
8.050489999999998,0,0,0,13.6514,100.495,-25.8,0,0
8.44198,0,0,0,13.6514,100.495,-25.4,0,0
9.04923,0,0,0,13.6514,100.495,-25.4,0,0
9.45951,0,0,0,13.6514,100.495,-25,0,0
10.06676,0,0,0,13.6514,100.495,-25,0,0
10.468919999999999,0,0,0,13.6514,100.495,-25,0,0
11.07617,0,0,0,13.6514,100.495,-25,0,0
11.476149999999999,0,0,0,13.6514,100.495,-25,0,0
12.0834,0,0,0,13.6514,100.495,-25,0,0
12.477870000000001,0,0,0,13.6514,100.4949,-24.9,0,0
13.085130000000001,0,0,0,13.6514,100.4949,-24.9,0,0
13.478699999999998,0,0,0,13.6514,100.4949,-24.9,0,0
14.085980000000001,0,0,0,13.6514,100.4949,-24.9,0,0
14.47614,0,0,0,13.6514,100.4949,-25,0,0
15.08339,0,0,0,13.6514,100.4949,-25,0,0
15.475299999999999,0,0,0,13.6514,100.4949,-25.1,0,0
16.08256,0,0,0,13.6514,100.4949,-25.1,0,0
16.472119999999997,0,0,0,13.6514,100.4949,-25.2,0,0
17.079389999999997,0,0,0,13.6514,100.4949,-25.2,0,0
17.468939999999996,0,0,0,13.6514,100.4949,-25.5,0,0
18.078290000000003,0,0,0,13.6514,100.4949,-25.5,0,0
18.446649999999998,0,0,0,13.6514,100.4949,-25.9,0,0
19.055999999999997,0,0,0,13.6514,100.4949,-25.9,0,0
19.456219999999995,0,0,0,13.6514,100.4949,-26.2,0,0
20.06763,0,0,0,13.6514,100.4949,-26.2,0,0
20.428039999999996,0,0,0,13.6514,100.4949,-26.5,0,0
21.03947,0,0,0,13.6514,100.4949,-26.5,0,0
21.42801,0,0,0,13.6514,100.4949,-26.8,0,0
22.03944,0,0,0,13.6514,100.4949,-26.8,0,0
22.463929999999998,0,0,0,13.65141,100.495,-27.2,0,0
23.07539,0,0,0,13.65141,100.495,-27.2,0.03704,2.3e-05
23.447249999999997,0,0,0,13.65141,100.495,-27.3,0.03704,3.6e-05
24.058639999999997,0,0,0,13.65141,100.495,-27.3,0,3.6e-05
24.45127,0,0,0,13.65141,100.495,-27.7,0,3.6e-05
25.0627,0,0,0,13.65141,100.495,-27.7,0,3.6e-05
25.451229999999995,0,0,0,13.65141,100.495,-27.9,0,3.6e-05
26.06266,0,0,0,13.65141,100.495,-27.9,0,3.6e-05
26.43139,0,0,0,13.65141,100.495,-28.3,0,3.6e-05
27.042829999999995,0,0,0,13.65141,100.495,-28.3,0,3.6e-05
27.4381,0,0,0,13.65141,100.495,-28.6,0,3.6e-05
28.04954,0,0,0,13.65141,100.495,-28.6,0,3.6e-05
28.4229,0,0,0,13.65141,100.495,-28.9,0,3.6e-05
29.03434,0,0,0,13.65141,100.495,-28.9,0,3.6e-05
29.44093,0,0,0,13.65141,100.495,-29.3,0,3.6e-05
30.052349999999997,0,0,0,13.65141,100.495,-29.3,0,3.6e-05
30.44227,0,0,0,13.65141,100.495,-29.6,0,3.6e-05
31.0537,0,0,0,13.65141,100.495,-29.6,0,3.6e-05
31.437399999999997,0,0,0,13.65141,100.495,-29.9,0,3.6e-05
32.048809999999996,0,0,0,13.65141,100.495,-29.9,0,3.6e-05
32.45814,0,0,0,13.65141,100.495,-30.4,0,3.6e-05
33.0696,0,0,0,13.65141,100.495,-30.4,0.31484,0.000229
33.4351,0,0,0,13.65141,100.495,-30.7,0.31484,0.000344
34.04649,0,0,0,13.65141,100.495,-30.7,0,0.000344
34.436789999999995,0,0,0,13.65141,100.495,-30.9,0,0.000344
35.0482,0,0,0,13.65141,100.495,-30.9,0,0.000344
35.43817,0,0,0,13.65142,100.495,-31.1,0,0.000344
36.04958,0,0,0,13.65142,100.495,-31.1,0,0.000344
36.43831,0,0,0,13.65142,100.495,-31.3,0,0.000344
37.04973,0,0,0,13.65142,100.495,-31.3,0,0.000344
37.404109999999996,0,0,0,13.65142,100.495,-31.5,0,0.000344
38.01553,0,0,0,13.65142,100.495,-31.5,0,0.000344
38.44059,0,0,0,13.65142,100.495,-31.7,0,0.000344
39.052009999999996,0,0,0,13.65142,100.495,-31.7,0,0.000344
39.434999999999995,0,0,0,13.65142,100.495,-31.8,0,0.000344
40.04643,0,0,0,13.65142,100.495,-31.8,0,0.000344
40.43651,0,0,0,13.65142,100.495,-32.1,0,0.000344
41.04794,0,0,0,13.65142,100.495,-32.1,0,0.000344
41.43402,0,0,0,13.65142,100.495,-32.2,0,0.000344
42.045449999999995,0,0,0,13.65142,100.495,-32.2,0,0.000344
42.432719999999996,0,0,0,13.65142,100.495,-32.3,0,0.000344
43.04416,0,0,0,13.65142,100.495,-32.3,0,0.000344
43.417429999999996,0,0,0,13.65142,100.495,-32.4,0,0.000344
44.02885,0,0,0,13.65142,100.495,-32.4,0,0.000344
44.437259999999995,0,0,0,13.65142,100.495,-32.6,0,0.000344
45.04868,0,0,0,13.65142,100.495,-32.6,0,0.000344
45.43833,0,0,0,13.65142,100.495,-32.6,0,0.000344
46.049749999999996,0,0,0,13.65142,100.495,-32.6,0,0.000344
46.43732,0,0,0,13.65142,100.495,-32.7,0,0.000344
47.04875,0,0,0,13.65142,100.495,-32.7,0,0.000344
47.43736,0,0,0,13.65142,100.495,-32.7,0,0.000344
48.04877,0,0,0,13.65142,100.495,-32.7,0,0.000344
48.43356,0,0,0,13.65142,100.495,-32.8,0,0.000344
49.04499,0,0,0,13.65142,100.495,-32.8,0,0.000344
49.41666,0,0,0,13.65142,100.495,-32.8,0,0.000344
50.028099999999995,0,0,0,13.65142,100.495,-32.8,0,0.000344
50.415679999999995,0,0,0,13.65142,100.495,-32.8,0,0.000344
51.02711,0,0,0,13.65142,100.495,-32.8,0,0.000344
51.42191999999999,0,0,0,13.65143,100.495,-33,0,0.000344
52.03334,0,0,0,13.65143,100.495,-33,0,0.000344
52.41958999999999,0,0,0,13.65143,100.495,-33.2,0,0.000344
53.031020000000005,0,0,0,13.65143,100.495,-33.2,0,0.000344
53.41634,0,0,0,13.65143,100.495,-33.4,0,0.000344
54.02777,0,0,0,13.65143,100.495,-33.4,0,0.000344
54.41899,0,0,0,13.65143,100.495,-33.6,0,0.000344
55.03039999999999,0,0,0,13.65143,100.495,-33.6,0,0.000344
55.41729,0,0,0,13.65143,100.495,-33.9,0,0.000344
56.02871,0,0,0,13.65143,100.495,-33.9,0,0.000344
56.42382,0,0,0,13.65143,100.495,-34.1,0,0.000344
57.03526,0,0,0,13.65143,100.495,-34.1,0,0.000344
57.406079999999996,0,0,0,13.65143,100.495,-34.3,0,0.000344
58.01748,0,0,0,13.65143,100.495,-34.3,0,0.000344
58.40261,0,0,0,13.65143,100.495,-34.4,0,0.000344
59.01405999999999,0,0,0,13.65143,100.495,-34.4,0,0.000344
59.406699999999994,0,0,0,13.65143,100.495,-34.5,0,0.000344
60.01812,0,0,0,13.65143,100.495,-34.5,0,0.000344
60.41931999999999,0,0,0,13.65143,100.495,-34.5,0,0.000344
61.030750000000005,0,0,0,13.65143,100.495,-34.5,0,0.000344
61.40922,0,0,0,13.65143,100.495,-34.4,0,0.000344
62.020649999999996,0,0,0,13.65143,100.495,-34.4,0,0.000344
62.422940000000004,0,0,0,13.65143,100.495,-34.4,0,0.000344
63.03437,0,0,0,13.65143,100.495,-34.4,0,0.000344
63.42435,0,0,0,13.65143,100.495,-34.3,0,0.000344
64.03579,0,0,0,13.65143,100.495,-34.3,0,0.000344
64.41456000000001,0,0,0,13.65143,100.495,-34.4,0,0.000344
65.02600000000001,0,0,0,13.65143,100.495,-34.4,0,0.000344
65.41011,0,0,0,13.65143,100.495,-34.4,0,0.000344
66.02155,0,0,0,13.65143,100.495,-34.4,0,0.000344
66.41146,0,0,0,13.65143,100.495,-34.4,0,0.000344
67.02289,0,0,0,13.65143,100.495,-34.4,0,0.000344
67.41139000000001,0,0,0,13.65143,100.495,-34.3,0,0.000344
68.02281,0,0,0,13.65143,100.495,-34.3,0,0.000344
68.43136000000001,0,0,0,13.65143,100.495,-34.3,0,0.000344
69.0428,0,0,0,13.65143,100.495,-34.3,0,0.000344
69.43061,0,0,0,13.65143,100.495,-34.2,0,0.000344
70.04203000000001,0,0,0,13.65143,100.495,-34.2,0,0.000344
70.43094,0,0,0,13.65143,100.495,-33.8,0,0.000344
71.04241,0,0,0,13.65143,100.495,-33.8,0.12964,0.000423
71.42122,0,0,0,13.65143,100.495,-33.1,0.12964,0.000472
72.03264,0,0,0,13.65143,100.495,-33.1,0.07408,0.000518
72.42728000000001,0,0,0,13.65143,100.495,-32.3,0.07408,0.000547
73.0387,0,0,0,13.65143,100.495,-32.3,0.07408,0.000592
73.40363,0,0,0,13.65143,100.495,-32.3,0.07408,0.000619
74.01503000000001,0,0,0,13.65143,100.495,-32.3,0,0.000619
74.43536,0,0,0,13.65143,100.495,-32.3,0,0.000619
75.04677000000001,0,0,0,13.65143,100.495,-32.3,0,0.000619
75.45369000000001,0,0,0,13.65143,100.495,-32.1,0,0.000619
76.06512000000001,0,0,0,13.65143,100.495,-32.1,0,0.000619
76.45312,0,0,0,13.65143,100.495,-31.9,0,0.000619
77.06455000000001,0,0,0,13.65143,100.495,-31.9,0,0.000619
77.45391000000001,0,0,0,13.65143,100.495,-31.7,0,0.000619
78.06532,0,0,0,13.65143,100.495,-31.7,0,0.000619
78.41939,0,0,0,13.65143,100.495,-31.4,0,0.000619
79.03082,0,0,0,13.65143,100.495,-31.4,0,0.000619
79.42035,0,0,0,13.65143,100.495,-31.2,0,0.000619
80.03178000000001,0,0,0,13.65143,100.495,-31.2,0,0.000619
80.45322,0,0,0,13.65143,100.495,-30.9,0,0.000619
81.06465,0,0,0,13.65143,100.495,-30.9,0,0.000619
81.40036,0,0,0,13.65143,100.495,-30.7,0,0.000619
82.01179,0,0,0,13.65143,100.495,-30.7,0,0.000619
82.45441000000001,0,0,0,13.65143,100.495,-30.5,0,0.000619
83.06583,0,0,0,13.65143,100.495,-30.5,0,0.000619
83.45069000000001,0,0,0,13.65143,100.495,-30.3,0,0.000619
84.06211,0,0,0,13.65143,100.495,-30.3,0,0.000619
84.41943,0,0,0,13.65143,100.495,-30.1,0,0.000619
85.03086,0,0,0,13.65143,100.495,-30.1,0,0.000619
85.40564,0,0,0,13.65143,100.495,-30,0,0.000619
86.01706,0,0,0,13.65143,100.495,-30,0,0.000619
86.4107,0,0,0,13.65143,100.495,-29.8,0,0.000619
87.02003,0,0,0,13.65143,100.495,-29.8,0,0.000619
87.43236,0,0,0,13.65143,100.495,-29.7,0,0.000619
88.04176000000001,0,0,0,13.65143,100.495,-29.7,0,0.000619
88.42086,0,0,0,13.65143,100.495,-29.3,0,0.000619
89.03026,0,0,0,13.65143,100.495,-29.3,0,0.000619
89.41946,0,0,0,13.65143,100.495,-29,0,0.000619
90.02876,0,0,0,13.65143,100.495,-29,0,0.000619
90.42266000000001,0,0,0,13.65143,100.495,-28.8,0,0.000619
91.03406000000001,0,0,0,13.65143,100.495,-28.8,0,0.000619
91.42016000000001,0,0,0,13.65143,100.495,-28.7,0,0.000619
92.03156,0,0,0,13.65143,100.495,-28.7,0,0.000619
92.41846000000001,0,0,0,13.65143,100.495,-28.6,0,0.000619
93.02986,0,0,0,13.65143,100.495,-28.6,0,0.000619
93.42156,0,0,0,13.65143,100.495,-28.5,0,0.000619
94.03306,0,0,0,13.65143,100.495,-28.5,0,0.000619
94.45706,0,0,0,13.65143,100.495,-28.3,0,0.000619
95.06846,0,0,0,13.65143,100.495,-28.3,0,0.000619
95.40946000000001,0,0,0,13.65143,100.495,-28.1,0,0.000619
96.02086,0,0,0,13.65143,100.495,-28.1,0,0.000619
96.45996000000001,0,0,0,13.65143,100.495,-28,0,0.000619
97.07146,0,0,0,13.65143,100.495,-28,0,0.000619
97.43776000000001,0,0,0,13.65143,100.495,-27.8,0,0.000619
98.04926,0,0,0,13.65143,100.495,-27.8,0,0.000619
98.42716,0,0,0,13.65143,100.495,-27.8,0,0.000619
99.03866000000001,0,0,0,13.65143,100.495,-27.8,0,0.000619
99.43266,0,0,0,13.65143,100.495,-27.7,0,0.000619
100.04406,0,0,0,13.65143,100.495,-27.7,0,0.000619
100.42726,0,0,0,13.65143,100.495,-27.6,0,0.000619
101.03866000000001,0,0,0,13.65143,100.495,-27.6,0,0.000619
101.43416,0,0,0,13.65143,100.495,-27.5,0,0.000619
102.04566000000001,0,0,0,13.65143,100.495,-27.5,0,0.000619
102.40546,0,0,0,13.65143,100.495,-27.5,0,0.000619
103.01696000000001,0,0,0,13.65143,100.495,-27.5,0,0.000619
103.40166,0,0,0,13.65143,100.495,-27.4,0,0.000619
104.01316,0,0,0,13.65143,100.495,-27.4,0,0.000619
104.40486,0,0,0,13.65143,100.495,-27.3,0,0.000619
105.01626,0,0,0,13.65143,100.495,-27.3,0,0.000619
105.43626,0,0,0,13.65143,100.495,-27.2,0,0.000619
106.04766000000001,0,0,0,13.65143,100.495,-27.2,0,0.000619
106.41196000000001,0,0,0,13.65143,100.495,-27.1,0,0.000619
107.02336000000001,0,0,0,13.65143,100.495,-27.1,0,0.000619
107.45496,0,0,0,13.65143,100.495,-27,0,0.000619
108.06636,0,0,0,13.65143,100.495,-27,0,0.000619
108.40646000000001,0,0,0,13.65143,100.495,-26.9,0,0.000619
109.01786,0,0,0,13.65143,100.495,-26.9,0,0.000619
109.44866,0,0,0,13.65143,100.495,-26.8,0,0.000619
110.06006000000001,0,0,0,13.65143,100.495,-26.8,0,0.000619
110.45346,0,0,0,13.65143,100.495,-26.7,0,0.000619
111.06486000000001,0,0,0,13.65143,100.495,-26.7,0,0.000619
111.45106,0,0,0,13.65143,100.495,-26.6,0,0.000619
112.06246,0,0,0,13.65143,100.495,-26.6,0,0.000619
112.44956,0,0,0,13.65143,100.495,-26.4,0,0.000619
113.06106000000001,0,0,0,13.65143,100.495,-26.4,0,0.000619
113.45086,0,0,0,13.65143,100.495,-26.4,0,0.000619
114.06236,0,0,0,13.65143,100.495,-26.4,0,0.000619
114.44796000000001,0,0,0,13.65143,100.495,-26.3,0,0.000619
115.05946,0,0,0,13.65143,100.495,-26.3,0,0.000619
115.43106,0,0,0,13.65143,100.495,-26.2,0,0.000619
116.04246,0,0,0,13.65143,100.495,-26.2,0,0.000619
116.45016000000001,0,0,0,13.65143,100.495,-26.2,0,0.000619
117.06166000000002,0,0,0,13.65143,100.495,-26.2,0,0.000619
117.44156000000001,0,0,0,13.65143,100.495,-26.1,0,0.000619
118.05296000000001,0,0,0,13.65143,100.495,-26.1,0,0.000619
118.43906000000001,0,0,0,13.65143,100.495,-26.1,0,0.000619
119.05046000000002,0,0,0,13.65143,100.495,-26.1,0,0.000619
119.42686,0,0,0,13.65143,100.495,-26.1,0,0.000619
120.03836000000001,0,0,0,13.65143,100.495,-26.1,0,0.000619
120.41686000000001,0,0,0,13.65143,100.495,-26,0,0.000619
121.02826000000002,0,0,0,13.65143,100.495,-26,0,0.000619
121.51116000000002,0,0,0,13.65142,100.495,-26,0,0.000619
122.12256,0,0,0,13.65142,100.495,-26,0,0.000619
122.42366000000001,0,0,0,13.65142,100.495,-25.9,0,0.000619
123.03506000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
123.42126000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
124.03276,0,0,0,13.65142,100.495,-25.9,0,0.000619
124.43886,0,0,0,13.65142,100.495,-25.9,0,0.000619
125.05026000000001,0,0,0,13.65142,100.495,-25.9,0,0.000619
125.41766000000001,0,0,0,13.65142,100.495,-25.9,0,0.000619
126.02906000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
126.42536000000001,0,0,0,13.65142,100.495,-25.9,0,0.000619
127.03676000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
127.42466000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
128.03616,0,0,0,13.65142,100.495,-25.9,0,0.000619
128.43836000000002,0,0,0,13.65142,100.495,-25.9,0,0.000619
129.04976,0,0,0,13.65142,100.495,-25.9,0,0.000619
129.43896,0,0,0,13.65142,100.495,-25.8,0,0.000619
130.05046000000002,0,0,0,13.65142,100.495,-25.8,0,0.000619
130.44276,0,0,0,13.65142,100.495,-25.8,0,0.000619
131.05426,0,0,0,13.65142,100.495,-25.8,0,0.000619
131.44556,0,0,0,13.65142,100.495,-25.8,0,0.000619
132.05696,0,0,0,13.65142,100.495,-25.8,0,0.000619
132.41416,0,0,0,13.65142,100.495,-25.8,0,0.000619
133.02346,0,0,0,13.65142,100.495,-25.8,0,0.000619
133.42776,0,0,0,13.65142,100.495,-25.7,0,0.000619
134.03706,0,0,0,13.65142,100.495,-25.7,0,0.000619
134.42526,0,0,0,13.65142,100.495,-25.7,0,0.000619
135.03466,0,0,0,13.65142,100.495,-25.7,0,0.000619
135.42706,0,0,0,13.65142,100.495,-25.6,0,0.000619
